Count,Site_Visit_ID,Project_Name,Entity_Type,Planned_Field_Work_or_Quarter,MA_Activity,Province_Name_[Auto-Filled],District_Name_[Auto-Filled],Province_verification_based_on_district,Entity.Type,Date.of.Sampling.Confirmation,Planned.Field.Work.Period.(Category).-.Duplicate,Date.of.SV.Infrastructure.Monitoring,Status.of.SV.Infrastructure.Monitoring,Date.of.SV.Soft.Component.Monitoring,Status.of.SV.Soft.Component.Monitoring,Status.of.Physical.and.Social.SV,Type.of.reporting
5034,TAPIPM45710PM574,TAPI,Energy Sector,1/12/2025,Site Visit,Sar-e-Pul,Kohestanat,Sar-e-Pul,School,2/20/2025,2/24/2025,,Not applicable,,Cancelled,Cancelled,Regular
5019,TAPIPM45711PM575,TAPI,Energy Sector,1/12/2025,Site Visit,Balkh,Zari,Balkh,School,2/21/2025,2/25/2025,,Not applicable,,Completed,Completed,Regular
5196,TAPIPM45712PM576,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,Shiberghan,Jawzjan,School,2/22/2025,2/26/2025,,Not applicable,,Completed,Completed,Regular
4282,TAPIPM45713PM577,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Surkh Rod,Nangarhar,School,2/23/2025,2/27/2025,,Not applicable,,Completed,Completed,Regular
5147,TAPIPM45714PM578,TAPI,Energy Sector,1/12/2025,Site Visit,Daykundi,Miramor,Daykundi,School,2/24/2025,2/28/2025,,Not applicable,,Completed,Completed,Regular
10167,TAPIPM45715PM579,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Dara-e-Nur,Nangarhar,School,2/25/2025,3/1/2025,,Not applicable,,Cancelled,Cancelled,Regular
7559,TAPIPM45716PM580,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Surkh Rod,Nangarhar,School,2/26/2025,3/2/2025,,Not Applicable,3/17/2024,Completed,Completed,Regular
4638,TAPIPM45717PM581,TAPI,Energy Sector,1/12/2025,Site Visit,Ghazni,Ghazni,Ghazni,School,2/27/2025,3/3/2025,,Not applicable,,Completed,Completed,Regular
3486,TAPIPM45718PM582,TAPI,Energy Sector,1/12/2025,Site Visit,Baghlan,Pul-e-Khumri,Baghlan,CBE,2/28/2025,3/4/2025,,Not applicable,,Completed,Completed,Regular
4805,TAPIPM45719PM583,TAPI,Energy Sector,1/12/2025,Site Visit,Badakhshan,Argo,Badakhshan,School,3/1/2025,3/5/2025,,Not applicable,,Completed,Completed,Regular
9274,TAPIPM45720PM584,TAPI,Energy Sector,1/12/2025,Site Visit,Ghazni,Deh Yak,Ghazni,School,3/2/2025,3/6/2025,,Not applicable,,Completed,Completed,Regular
8581,TAPIPM45721PM585,TAPI,Energy Sector,1/12/2025,Site Visit,Laghman,Dawlatshah,Laghman,CBE,3/3/2025,3/7/2025,,Not applicable,,Cancelled,Cancelled,Regular
4995,TAPIPM45722PM586,TAPI,Energy Sector,1/12/2025,Site Visit,Balkh,Sholgareh,Balkh,School,3/4/2025,3/8/2025,,Not applicable,,Completed,Completed,Regular
7201,TAPIPM45723PM587,TAPI,Energy Sector,1/12/2025,Site Visit,Kunar,Khas Kunar,Kunar,School,3/5/2025,3/9/2025,,Not Applicable,,Cancelled,Cancelled,Regular
5334,TAPIPM45724PM588,TAPI,Energy Sector,1/12/2025,Site Visit,Hirat,Injil,Hirat,School,3/6/2025,3/10/2025,,Not applicable,,Completed,Completed,Regular
9726,TAPIPM45725PM589,TAPI,Energy Sector,1/12/2025,Site Visit,Kabul,Kabul,Kabul,School,3/7/2025,3/11/2025,,Not applicable,,Completed,Completed,Regular
6980,TAPIPM45726PM590,TAPI,Energy Sector,1/12/2025,Site Visit,Ghor,Feroz Koh,Ghor,School,3/8/2025,3/12/2025,,Not Applicable,3/3/2024,Completed,Completed,Regular
3563,TAPIPM45727PM591,TAPI,Energy Sector,1/12/2025,Site Visit,Farah,Qala-e-Kah,Farah,CBE,3/9/2025,3/13/2025,,Not applicable,,Completed,Completed,Regular
10586,TAPIPM45728PM592,TAPI,Energy Sector,1/12/2025,Site Visit,Takhar,Kalafgan,Takhar,School,3/10/2025,3/14/2025,,Not applicable,,Cancelled,Cancelled,Regular
6982,TAPIPM45729PM593,TAPI,Energy Sector,1/12/2025,Site Visit,Ghor,Feroz Koh,Ghor,School,3/11/2025,3/15/2025,,Not Applicable,2/26/2024,Completed,Completed,Regular
4733,TAPIPM45730PM594,TAPI,Energy Sector,1/12/2025,Site Visit,Paktya,Sayed Karam,Paktya,School,3/12/2025,3/16/2025,,Not applicable,,Completed,Completed,Regular
5356,TAPIPM45731PM595,TAPI,Energy Sector,1/12/2025,Site Visit,Hirat,,,School,3/13/2025,3/17/2025,,Not applicable,,Completed,Completed,Regular
7055,TAPIPM45732PM596,TAPI,Energy Sector,1/12/2025,Site Visit,Hilmand,Nad-e-Ali,Hilmand,School,3/14/2025,3/18/2025,,Not Applicable,3/6/2024,Completed,Completed,Regular
9163,TAPIPM45733PM597,TAPI,Energy Sector,1/12/2025,Site Visit,Daykundi,Shahrestan,Daykundi,School,3/15/2025,3/19/2025,,Not applicable,,Completed,Completed,Regular
3535,TAPIPM45734PM598,TAPI,Energy Sector,1/12/2025,Site Visit,Daykundi,Khadir,Daykundi,CBE,3/16/2025,3/20/2025,,Not applicable,,Completed,Completed,Regular
9918,TAPIPM45735PM599,TAPI,Energy Sector,1/12/2025,Site Visit,Kunar,Khas Kunar,Kunar,School,3/17/2025,3/21/2025,,Not applicable,,Cancelled,Cancelled,Regular
9121,TAPIPM45736PM600,TAPI,Energy Sector,1/12/2025,Site Visit,Daykundi,Khadir,Daykundi,School,3/18/2025,3/22/2025,,Not applicable,,Cancelled,Cancelled,Regular
9625,TAPIPM45737PM601,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,Fayzabad,Jawzjan,School,3/19/2025,3/23/2025,,Not applicable,,Completed,Completed,Regular
5285,TAPIPM45738PM602,TAPI,Energy Sector,1/12/2025,Site Visit,Badghis,Qala-e-Naw,Badghis,School,3/20/2025,3/24/2025,,Not applicable,,Completed,Completed,Regular
4194,TAPIPM45739PM603,TAPI,Energy Sector,1/12/2025,Site Visit,Bamyan,Yakawlang,Bamyan,CBE,3/21/2025,3/25/2025,,Not applicable,,Completed,Completed,Regular
4494,TAPIPM45740PM604,TAPI,Energy Sector,1/12/2025,Site Visit,Maidan Wardak,Markaz-e-Behsud,Maidan Wardak,School,3/22/2025,3/26/2025,,Not applicable,,Completed,Completed,Regular
10457,TAPIPM45741PM605,TAPI,Energy Sector,1/12/2025,Site Visit,Samangan,Aybak,Samangan,School,3/23/2025,3/27/2025,,Not applicable,,Completed,Completed,Regular
9450,TAPIPM45742PM606,TAPI,Energy Sector,1/12/2025,Site Visit,Ghor,Tolak,Ghor,School,3/24/2025,3/28/2025,,Not applicable,,Cancelled,Cancelled,Regular
7401,TAPIPM45743PM607,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Chaparhar,Nangarhar,School,3/25/2025,3/29/2025,,Not Applicable,3/5/2024,Completed,Completed,Regular
9753,TAPIPM45744PM608,TAPI,Energy Sector,1/12/2025,Site Visit,Kabul,Qara Bagh,Kabul,School,3/26/2025,3/30/2025,,Not applicable,,Completed,Completed,Regular
7264,TAPIPM45745PM609,TAPI,Energy Sector,1/12/2025,Site Visit,Laghman,Alishang,Laghman,School,3/27/2025,3/31/2025,,Not Applicable,3/16/2024,Completed,Completed,Regular
9441,TAPIPM45746PM610,TAPI,Energy Sector,1/12/2025,Site Visit,Ghor,Taywarah,Ghor,School,3/28/2025,4/1/2025,,Not applicable,,Cancelled,Cancelled,Regular
9852,TAPIPM45747PM611,TAPI,Energy Sector,1/12/2025,Site Visit,Khost,Mandozayi,Khost,School,3/29/2025,4/2/2025,,Not applicable,,Completed,Completed,Regular
7669,TAPIPM45748PM612,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Deh Bala,Nangarhar,CBE,3/30/2025,4/3/2025,,Not Applicable,,Completed,Completed,Regular
7378,TAPIPM45749PM613,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Behsud,Nangarhar,School,3/31/2025,4/4/2025,,Not Applicable,3/9/2024,Completed,Completed,Regular
8484,TAPIPM45750PM614,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,Khanaqa,Jawzjan,Village,4/1/2025,4/5/2025,,Not Applicable,,Completed,Completed,Regular
9184,TAPIPM45751PM615,TAPI,Energy Sector,1/12/2025,Site Visit,Farah,Lash-e-Juwayn,Farah,School,4/2/2025,4/6/2025,,Not applicable,,Completed,Completed,Regular
5204,TAPIPM45752PM616,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,Qush Tepa,Jawzjan,School,4/3/2025,4/7/2025,,Not applicable,,Completed,Completed,Regular
8661,TAPIPM45753PM617,TAPI,Energy Sector,1/12/2025,Site Visit,Nuristan,Parun,Nuristan,CBE,4/4/2025,4/8/2025,,Not applicable,,Cancelled,Cancelled,Regular
4761,TAPIPM45754PM618,TAPI,Energy Sector,1/12/2025,Site Visit,Khost,Tani,Khost,School,4/5/2025,4/9/2025,,Not applicable,,Completed,Completed,Regular
8287,TAPIPM45755PM619,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,Fayzabad,Jawzjan,Village,4/6/2025,4/10/2025,,Not Applicable,,Completed,Completed,Regular
8993,TAPIPM45756PM620,TAPI,Energy Sector,1/12/2025,Site Visit,Balkh,Kaldar,Balkh,School,4/7/2025,4/11/2025,,Not applicable,,Completed,Completed,Regular
3785,TAPIPM45757PM621,TAPI,Energy Sector,1/12/2025,Site Visit,Logar,Pul-e-Alam,Logar,CBE,4/8/2025,4/12/2025,,Not applicable,,Completed,Completed,Regular
10374,TAPIPM45758PM622,TAPI,Energy Sector,1/12/2025,Site Visit,Paktya,Sayed Karam,Paktya,School,4/9/2025,4/13/2025,,Not applicable,,Completed,Completed,Regular
9217,TAPIPM45759PM623,TAPI,Energy Sector,1/12/2025,Site Visit,Faryab,Khan-e-Char Bagh,Faryab,School,4/10/2025,4/14/2025,,Not applicable,,Completed,Completed,Regular
5107,TAPIPM45760PM624,TAPI,Energy Sector,1/12/2025,Site Visit,Ghor,Taywarah,Ghor,School,4/11/2025,4/15/2025,,Not applicable,,Completed,Completed,Regular
9074,TAPIPM45761PM625,TAPI,Energy Sector,1/12/2025,Site Visit,Bamyan,Shibar,Bamyan,School,4/12/2025,4/16/2025,,Not applicable,,Completed,Completed,Regular
4527,TAPIPM45762PM626,TAPI,Energy Sector,1/12/2025,Site Visit,Laghman,Mehtarlam,Laghman,School,4/13/2025,4/17/2025,,Not applicable,,Completed,Completed,Regular
10687,TAPIPM45763PM627,TAPI,Energy Sector,1/12/2025,Site Visit,Faryab,Shirin Tagab,Faryab,School,4/14/2025,4/18/2025,,Not applicable,,Completed,Completed,Regular
4286,TAPIPM45764PM628,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Hesarak,Nangarhar,School,4/15/2025,4/19/2025,,Not applicable,,Completed,Completed,Regular
9757,TAPIPM45765PM629,TAPI,Energy Sector,1/12/2025,Site Visit,Kabul,Shakar Dara,Kabul,School,4/16/2025,4/20/2025,,Not applicable,,Completed,Completed,Regular
9040,TAPIPM45766PM630,TAPI,Energy Sector,1/12/2025,Site Visit,Balkh,Zari,Balkh,School,4/17/2025,4/21/2025,,Not applicable,,Completed,Completed,Regular
8510,TAPIPM45767PM631,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,Qarqin,Jawzjan,Village,4/18/2025,4/22/2025,,Not Applicable,,Completed,Completed,Regular
10342,TAPIPM45768PM632,TAPI,Energy Sector,1/12/2025,Site Visit,Paktya,Chamkani,Paktya,School,4/19/2025,4/23/2025,,Not applicable,,Completed,Completed,Regular
7016,TAPIPM45769PM633,TAPI,Energy Sector,1/12/2025,Site Visit,Hilmand,Lashkargah,Hilmand,School,4/20/2025,4/24/2025,,Not Applicable,2/29/2024,Completed,Completed,Regular
7650,TAPIPM45770PM634,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Dara-e-Nur,Nangarhar,School,4/21/2025,4/25/2025,,Not Applicable,3/11/2024,Completed,Completed,Regular
9764,TAPIPM45771PM635,TAPI,Energy Sector,1/12/2025,Site Visit,Kabul,Surobi,Kabul,School,4/22/2025,4/26/2025,,Not applicable,,Cancelled,Cancelled,Regular
7320,TAPIPM45772PM636,TAPI,Energy Sector,1/12/2025,Site Visit,Laghman,Qarghayi,Laghman,School,4/23/2025,4/27/2025,,Not Applicable,2/28/2024,Completed,Completed,Regular
8626,TAPIPM45773PM637,TAPI,Energy Sector,1/12/2025,Site Visit,Nuristan,Waygal,Nuristan,CBE,4/24/2025,4/28/2025,,Not applicable,,Completed,Completed,Regular
4680,TAPIPM45774PM638,TAPI,Energy Sector,1/12/2025,Site Visit,Ghazni,Malistan,Ghazni,School,4/25/2025,4/29/2025,,Not applicable,,Completed,Completed,Regular
9876,TAPIPM45775PM639,TAPI,Energy Sector,1/12/2025,Site Visit,Khost,Sabari,Khost,School,4/26/2025,4/30/2025,,Not applicable,,Completed,Completed,Regular
4859,TAPIPM45776PM640,TAPI,Energy Sector,1/12/2025,Site Visit,Badakhshan,Darwaz-e-Balla,Badakhshan,School,4/27/2025,5/1/2025,,Not applicable,,Cancelled,Cancelled,Regular
4580,TAPIPM45777PM641,TAPI,Energy Sector,1/12/2025,Site Visit,Baghlan,Baghlan-e-Jadid,Baghlan,School,4/28/2025,5/2/2025,,Not applicable,,Completed,Completed,Regular
7322,TAPIPM45778PM642,TAPI,Energy Sector,1/12/2025,Site Visit,Laghman,Qarghayi,Laghman,School,4/29/2025,5/3/2025,,Not Applicable,2/29/2024,Completed,Completed,Regular
9421,TAPIPM45779PM643,TAPI,Energy Sector,1/12/2025,Site Visit,Ghor,Pasaband,Ghor,School,4/30/2025,5/4/2025,,Not applicable,,Cancelled,Cancelled,Regular
3590,TAPIPM45780PM644,TAPI,Energy Sector,1/12/2025,Site Visit,Ghazni,Gelan,Ghazni,CBE,5/1/2025,5/5/2025,,Not applicable,,Completed,Completed,Regular
9227,TAPIPM45781PM645,TAPI,Energy Sector,1/12/2025,Site Visit,Faryab,Kohistan,Faryab,School,5/2/2025,5/6/2025,,Not applicable,,Completed,Completed,Regular
7685,TAPIPM45782PM646,TAPI,Energy Sector,1/12/2025,Site Visit,Farah,Anar Dara,Farah,CBE,5/3/2025,5/7/2025,,Not Applicable,,Completed,Completed,Regular
10635,TAPIPM45783PM647,TAPI,Energy Sector,1/12/2025,Site Visit,Uruzgan,Khas Uruzgan,Uruzgan,School,5/4/2025,5/8/2025,,Not applicable,,Cancelled,Cancelled,Regular
9821,TAPIPM45784PM648,TAPI,Energy Sector,1/12/2025,Site Visit,Kapisa,Mahmood-e-Raqi,Kapisa,School,5/5/2025,5/9/2025,,Not applicable,,Completed,Completed,Regular
3738,TAPIPM45785PM649,TAPI,Energy Sector,1/12/2025,Site Visit,Kunduz,Qala-e-Zal,Kunduz,CBE,5/6/2025,5/10/2025,,Not applicable,,Completed,Completed,Regular
9711,TAPIPM45786PM650,TAPI,Energy Sector,1/12/2025,Site Visit,Kabul,Kabul,Kabul,School,5/7/2025,5/11/2025,,Not applicable,,Completed,Completed,Regular
11348,TAPIPM45787PM651,TAPI,Energy Sector,1/12/2025,Site Visit,Laghman,Alingar,Laghman,CBE,5/8/2025,5/12/2025,,Not applicable,,Cancelled,Cancelled,Regular
10617,TAPIPM45788PM652,TAPI,Energy Sector,1/12/2025,Site Visit,Takhar,Warsaj,Takhar,School,5/9/2025,5/13/2025,,Not applicable,,Cancelled,Cancelled,Regular
4577,TAPIPM45789PM653,TAPI,Energy Sector,1/12/2025,Site Visit,Baghlan,Baghlan-e-Jadid,Baghlan,School,5/10/2025,5/14/2025,,Not applicable,,Completed,Completed,Regular
7737,TAPIPM45790PM654,TAPI,Energy Sector,1/12/2025,Site Visit,Laghman,Alingar,Laghman,CBE,5/11/2025,5/15/2025,,Not Applicable,,Completed,Completed,Regular
3517,TAPIPM45791PM655,TAPI,Energy Sector,1/12/2025,Site Visit,Balkh,Khulm,Balkh,CBE,5/12/2025,5/16/2025,,Not applicable,,Completed,Completed,Regular
4546,TAPIPM45792PM656,TAPI,Energy Sector,1/12/2025,Site Visit,Laghman,Dawlatshah,Laghman,School,5/13/2025,5/17/2025,,Not applicable,,Completed,Completed,Regular
4168,TAPIPM45793PM657,TAPI,Energy Sector,1/12/2025,Site Visit,Uruzgan,Tirinkot,Uruzgan,DISTRICT,5/14/2025,5/18/2025,,Not applicable,,Completed,Completed,Regular
5069,TAPIPM45794PM658,TAPI,Energy Sector,1/12/2025,Site Visit,Ghor,,,School,5/15/2025,5/19/2025,,Not applicable,,Completed,Completed,Regular
7654,TAPIPM45795PM659,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Kot,Nangarhar,School,5/16/2025,5/20/2025,,Not Applicable,2/28/2024,Completed,Completed,Regular
10414,TAPIPM45796PM660,TAPI,Energy Sector,1/12/2025,Site Visit,Parwan,Charikar,Parwan,School,5/17/2025,5/21/2025,,Not applicable,,Completed,Completed,Regular
7744,TAPIPM45797PM661,TAPI,Energy Sector,1/12/2025,Site Visit,Kunar,Narang,Kunar,School,5/18/2025,5/22/2025,,Not Applicable,,Cancelled,Cancelled,Regular
10556,TAPIPM45798PM662,TAPI,Energy Sector,1/12/2025,Site Visit,Takhar,Chahab,Takhar,School,5/19/2025,5/23/2025,,Not applicable,,Cancelled,Cancelled,Regular
8517,TAPIPM45799PM663,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,Khamyab,Jawzjan,Village,5/20/2025,5/24/2025,,Not Applicable,,Completed,Completed,Regular
5054,TAPIPM45800PM664,TAPI,Energy Sector,1/12/2025,Site Visit,Sar-e-Pul,Balkhab,Sar-e-Pul,School,5/21/2025,5/25/2025,,Not applicable,,Completed,Completed,Regular
10062,TAPIPM45801PM665,TAPI,Energy Sector,1/12/2025,Site Visit,Logar,Charkh,Logar,School,5/22/2025,5/26/2025,,Not applicable,,Cancelled,Cancelled,Regular
3936,TAPIPM45802PM666,TAPI,Energy Sector,1/12/2025,Site Visit,Panjsher,Dara,Panjsher,CBE,5/23/2025,5/27/2025,,Not applicable,,Completed,Completed,Regular
9816,TAPIPM45803PM667,TAPI,Energy Sector,1/12/2025,Site Visit,Kapisa,Koh Band,Kapisa,School,5/24/2025,5/28/2025,,Not applicable,,Completed,Completed,Regular
7211,TAPIPM45804PM668,TAPI,Energy Sector,1/12/2025,Site Visit,Kunar,Narang,Kunar,School,5/25/2025,5/29/2025,,Not Applicable,,Cancelled,Cancelled,Regular
3672,TAPIPM45805PM669,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,Aqcha,Jawzjan,CBE,5/26/2025,5/30/2025,,Not applicable,,Completed,Completed,Regular
10632,TAPIPM45806PM670,TAPI,Energy Sector,1/12/2025,Site Visit,Uruzgan,Gizab,Uruzgan,School,5/27/2025,5/31/2025,,Not applicable,,Cancelled,Cancelled,Regular
6271,TAPIPM45807PM671,TAPI,Energy Sector,1/12/2025,Site Visit,Hirat,Ghoryan,Hirat,School,5/28/2025,6/1/2025,,Completed,,Not applicable,Completed,Regular
3780,TAPIPM45808PM672,TAPI,Energy Sector,1/12/2025,Site Visit,Logar,Charkh,Logar,CBE,5/29/2025,6/2/2025,,Not applicable,,Completed,Completed,Regular
10360,TAPIPM45809PM673,TAPI,Energy Sector,1/12/2025,Site Visit,Paktya,Jaji,Paktya,School,5/30/2025,6/3/2025,,Not applicable,,Completed,Completed,Regular
9790,TAPIPM45810PM674,TAPI,Energy Sector,1/12/2025,Site Visit,Kandahar,Maruf,Kandahar,School,5/31/2025,6/4/2025,,Not applicable,,Cancelled,Cancelled,Regular
7530,TAPIPM45811PM675,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Rodat,Nangarhar,School,6/1/2025,6/5/2025,,Not Applicable,3/17/2024,Completed,Completed,Regular
5209,TAPIPM45812PM676,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,Mardyan,Jawzjan,School,6/2/2025,6/6/2025,,Not applicable,,Completed,Completed,Regular
9443,TAPIPM45813PM677,TAPI,Energy Sector,1/12/2025,Site Visit,Ghor,Taywarah,Ghor,School,6/3/2025,6/7/2025,,Not applicable,,Cancelled,Cancelled,Regular
3559,TAPIPM45814PM678,TAPI,Energy Sector,1/12/2025,Site Visit,Farah,Anar Dara,Farah,CBE,6/4/2025,6/8/2025,,Not applicable,,Completed,Completed,Regular
9950,TAPIPM45815PM679,TAPI,Energy Sector,1/12/2025,Site Visit,Kunduz,Ali Abad,Kunduz,School,6/5/2025,6/9/2025,,Not applicable,,Completed,Completed,Regular
4561,TAPIPM45816PM680,TAPI,Energy Sector,1/12/2025,Site Visit,Baghlan,Pul-e-Khumri,Baghlan,School,6/6/2025,6/10/2025,,Not applicable,,Completed,Completed,Regular
9331,TAPIPM45817PM681,TAPI,Energy Sector,1/12/2025,Site Visit,Ghazni,Nawur,Ghazni,School,6/7/2025,6/11/2025,,Not applicable,,Cancelled,Cancelled,Regular
4008,TAPIPM45818PM682,TAPI,Energy Sector,1/12/2025,Site Visit,Zabul,Kakar,Zabul,CBE,6/8/2025,6/12/2025,,Not applicable,,Completed,Completed,Regular
4448,TAPIPM45819PM683,TAPI,Energy Sector,1/12/2025,Site Visit,Parwan,Jabal Saraj,Parwan,School,6/9/2025,6/13/2025,,Not applicable,,Completed,Completed,Regular
9791,TAPIPM45820PM684,TAPI,Energy Sector,1/12/2025,Site Visit,Kandahar,Maywand,Kandahar,School,6/10/2025,6/14/2025,,Not applicable,,Completed,Completed,Regular
10724,TAPIPM45821PM685,TAPI,Energy Sector,1/12/2025,Site Visit,Samangan,Aybak,Samangan,School,6/11/2025,6/15/2025,,Not applicable,,Completed,Completed,Regular
9243,TAPIPM45822PM686,TAPI,Energy Sector,1/12/2025,Site Visit,Faryab,Pashtun Kot,Faryab,School,6/12/2025,6/16/2025,,Not applicable,,Completed,Completed,Regular
3650,TAPIPM45823PM687,TAPI,Energy Sector,1/12/2025,Site Visit,Hirat,Shindand,Hirat,CBE,6/13/2025,6/17/2025,,Not applicable,,Completed,Completed,Regular
7075,TAPIPM45824PM688,TAPI,Energy Sector,1/12/2025,Site Visit,Hilmand,Nawa-e-Barakzaiy,Hilmand,School,6/14/2025,6/18/2025,,Not Applicable,3/4/2024,Completed,Completed,Regular
8682,TAPIPM45825PM689,TAPI,Energy Sector,1/12/2025,Site Visit,Baghlan,Pul-e-Khumri,Baghlan,CBE,6/15/2025,6/19/2025,,Not applicable,,Cancelled,Cancelled,Regular
4338,TAPIPM45826PM690,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Kuz Kunar,Nangarhar,School,6/16/2025,6/20/2025,,Not applicable,,Completed,Completed,Regular
8592,TAPIPM45827PM691,TAPI,Energy Sector,1/12/2025,Site Visit,Laghman,Alingar,Laghman,CBE,6/17/2025,6/21/2025,,Not applicable,,Completed,Completed,Regular
4161,TAPIPM45828PM692,TAPI,Energy Sector,1/12/2025,Site Visit,Zabul,Shinkay,Zabul,DISTRICT,6/18/2025,6/22/2025,,Not applicable,,Completed,Completed,Regular
3952,TAPIPM45829PM693,TAPI,Energy Sector,1/12/2025,Site Visit,Samangan,Dara-e-Suf-e-Payin,Samangan,CBE,6/19/2025,6/23/2025,,Not applicable,,Cancelled,Cancelled,Regular
3689,TAPIPM45830PM694,TAPI,Energy Sector,1/12/2025,Site Visit,Kabul,Chahar Asyab,Kabul,CBE,6/20/2025,6/24/2025,,Not applicable,,Completed,Completed,Regular
9495,TAPIPM45831PM695,TAPI,Energy Sector,1/12/2025,Site Visit,Hirat,Ghoryan,Hirat,School,6/21/2025,6/25/2025,,Not applicable,,Completed,Completed,Regular
11314,TAPIPM45832PM696,TAPI,Energy Sector,1/12/2025,Site Visit,Hirat,,,School,6/22/2025,6/26/2025,,Cancelled,,Not applicable,Cancelled,Regular
3501,TAPIPM45833PM697,TAPI,Energy Sector,1/12/2025,Site Visit,Baghlan,Pul-e-Khumri,Baghlan,CBE,6/23/2025,6/27/2025,,Not applicable,,Completed,Completed,Regular
4600,TAPIPM45834PM698,TAPI,Energy Sector,1/12/2025,Site Visit,Baghlan,Khost Wa Fereng,Baghlan,School,6/24/2025,6/28/2025,,Not applicable,,Completed,Completed,Regular
4383,TAPIPM45835PM699,TAPI,Energy Sector,1/12/2025,Site Visit,Kabul,Kabul,Kabul,School,6/25/2025,6/29/2025,,Not applicable,,Completed,Completed,Regular
9244,TAPIPM45836PM700,TAPI,Energy Sector,1/12/2025,Site Visit,Faryab,Pashtun Kot,Faryab,School,6/26/2025,6/30/2025,,Not applicable,,Completed,Completed,Regular
7048,TAPIPM45837PM701,TAPI,Energy Sector,1/12/2025,Site Visit,Hilmand,Musa Qala,Hilmand,School,6/27/2025,7/1/2025,,Not Applicable,3/13/2024,Completed,Completed,Regular
7038,TAPIPM45838PM702,TAPI,Energy Sector,1/12/2025,Site Visit,Hilmand,Marja,Hilmand,School,6/28/2025,7/2/2025,,Not Applicable,,Cancelled,Cancelled,Regular
10607,TAPIPM45839PM703,TAPI,Energy Sector,1/12/2025,Site Visit,Takhar,Taloqan,Takhar,School,6/29/2025,7/3/2025,,Not applicable,,Completed,Completed,Regular
7137,TAPIPM45840PM704,TAPI,Energy Sector,1/12/2025,Site Visit,Kandahar,Maywand,Kandahar,School,6/30/2025,7/4/2025,,Not Applicable,3/14/2024,Completed,Completed,Regular
8935,TAPIPM45841PM705,TAPI,Energy Sector,1/12/2025,Site Visit,Baghlan,Nahrin,Baghlan,School,7/1/2025,7/5/2025,,Not applicable,,Completed,Completed,Regular
9401,TAPIPM45842PM706,TAPI,Energy Sector,1/12/2025,Site Visit,Ghor,Dawlatyar,Ghor,School,7/2/2025,7/6/2025,,Not applicable,,Completed,Completed,Regular
10500,TAPIPM45843PM707,TAPI,Energy Sector,1/12/2025,Site Visit,Sar-e-Pul,Balkhab,Sar-e-Pul,School,7/3/2025,7/7/2025,,Not applicable,,Completed,Completed,Regular
9528,TAPIPM45844PM708,TAPI,Energy Sector,1/12/2025,Site Visit,Hirat,Hirat,Hirat,School,7/4/2025,7/8/2025,,Not applicable,,Completed,Completed,Regular
8850,TAPIPM45845PM709,TAPI,Energy Sector,1/12/2025,Site Visit,Badghis,Muqur,Ghazni,School,7/5/2025,7/9/2025,,Not applicable,,Completed,Completed,Regular
8363,TAPIPM45846PM710,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,Shiberghan,Jawzjan,Village,7/6/2025,7/10/2025,,Not Applicable,,Completed,Completed,Regular
9607,TAPIPM45847PM711,TAPI,Energy Sector,1/12/2025,Site Visit,Hirat,Zindajan,Hirat,School,7/7/2025,7/11/2025,,Not applicable,,Cancelled,Cancelled,Regular
5134,TAPIPM45848PM712,TAPI,Energy Sector,1/12/2025,Site Visit,Daykundi,Khadir,Daykundi,School,7/8/2025,7/12/2025,,Not applicable,,Completed,Completed,Regular
10484,TAPIPM45849PM713,TAPI,Energy Sector,1/12/2025,Site Visit,Samangan,Khuram Wa Sarbagh,Samangan,School,7/9/2025,7/13/2025,,Not applicable,,Completed,Completed,Regular
4833,TAPIPM45850PM714,TAPI,Energy Sector,1/12/2025,Site Visit,Badakhshan,Raghestan,Badakhshan,School,7/10/2025,7/14/2025,,Not applicable,,Cancelled,Cancelled,Regular
4660,TAPIPM45851PM715,TAPI,Energy Sector,1/12/2025,Site Visit,Ghazni,Nawur,Ghazni,School,7/11/2025,7/15/2025,,Not applicable,,Cancelled,Cancelled,Regular
